measurement_id,con_idle_stateNumber,state,energyConsumption,ms,tx_power_median,current_max,rssi_median,rtt_median,rsrp_median,ECL_median,code,Location Coverage,ExpectedResponse,timestampUETransmission,timestampServerCapture,failure_direction,energyConsumptionTx,msTx,date,duration,module,operator,interval,psize,site,active_timer,tau,note,operator_humanReadable,Packet Size [Bytes],Throughput
259,105,CONNECTED,0.09731500000000004,1892.001,,166047.0,,,,,400,,,,,,,,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,
259,107,CONNECTED,0.4587199999999996,5341.5,-200.0,165470.0,-495.0,0.796535,-554.0,0.0,400,,,,,,0.28410199999999985,2615.751,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,61.16790168483162
259,109,CONNECTED,0.11818300000000015,3052.0,,165222.0,,2.283994,,,400,,,,,,0.014310000000000043,97.0,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1649.4845360824743
259,111,CONNECTED,0.11139800000000122,3086.499,,166047.0,,2.315943,,,400,,,,,,0.014119999999999244,100.001,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1599.9840001599982
259,113,CONNECTED,0.10712499999999993,2608.251,,165222.0,,1.8368939999999998,,,400,,,,,,0.015082999999998847,99.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.1069229916675
259,115,CONNECTED,0.1085389999999995,2713.0,,165470.0,,1.943157,,,400,,,,,,0.014317000000001025,102.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1564.7921760391198
259,117,CONNECTED,0.103669,2391.0,,165717.0,,2.042163,,,400,,,,,,0.013799999999999812,96.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1662.3549335577513
259,119,CONNECTED,0.11049499999999934,2927.251,,165386.99999999994,,2.156956,,,400,,,,,,0.014143000000000685,99.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.0744375371532
259,121,CONNECTED,0.11098799999999898,3038.499,,165965.0,,2.257041,,,400,,,,,,0.01404099999999886,97.501,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1641.0088101660494
162,1,CONNECTED,0.21052482,3092.75,160.0,230287.0,,2.2712220000000003,,0.0,400,,Yes,2019-04-02 14:16:05.449725+02:00,2019-04-02 14:05:49.958038+02:00,successful rtt,0.03339209999999998,400.25,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,399.75015615240477
